শাংথনা	ꯁꯥꯡꯊꯅꯥ
চৎনহল্লকপা	ꯆꯠꯅꯍꯜꯂꯛꯄꯥ
মাইন	ꯃꯥꯢꯟ
লাওরক্পদা	ꯂꯥꯎꯔꯛꯄꯗꯥ
থোংবা	ꯊꯣꯡꯕꯥ
হোস্পিতালশিংতমক	ꯍꯣꯁꯄꯤꯇꯥꯜꯁꯤꯡꯇꯃꯛ
লাউবা	ꯂꯥꯎꯕꯥ
পাংই	ꯄꯥꯡꯏ
ৱারোলশিংদা	ꯋꯥꯔꯣꯜꯁꯤꯡꯗꯥ
সেক্তর	ꯁꯦꯛꯇꯔ
হাত্পনা	ꯍꯥꯠꯄꯅꯥ
ঙম্বগী	ꯉꯝꯕꯒꯤ
মকোল্	ꯃꯀꯣꯜ
ঙাঙোম	ꯉꯥꯉꯣꯝ
সমরকসন	ꯁꯝꯔꯛꯁꯟ
শাজিন্নদুনা	ꯁꯥꯖꯤꯟꯅꯗꯨꯅꯥ
গ্লান্দস	ꯒ꯭ꯂꯥꯟ꯭ꯗꯁ
দাইবেটিস	ꯗꯥꯢꯕꯦꯇꯤꯁ
লর্ন্নিং	ꯂꯔ꯭ꯅꯅꯤꯡ
হোৎনখিরোই	ꯍꯣꯠꯅꯈꯤꯔꯣꯢ
থাব্রো	ꯊꯥꯕ꯭ꯔꯣ
অনিরক	ꯑꯅꯤꯔꯛ
কন্ত্রোলরুমনা	ꯀꯟꯇ꯭ꯔꯣꯜꯔꯨꯝꯅꯥ
স্লম	ꯁ꯭ꯂꯝ
পাউমীশিং	ꯄꯥꯎꯃꯤꯁꯤꯡ
ককচিংগী	ꯀꯛꯆꯤꯡꯒꯤ
মন্ত্রায়দগী	ꯃꯟꯇ꯭ꯔꯥꯢꯒꯤ
অনৌবশিং	ꯑꯅꯧꯕꯁꯤꯡ
দিজিতেলগী	ꯗꯤꯖꯤꯇꯦꯜꯒꯤ
সলাং	ꯁꯂꯥꯡ
কজাগস্তানগী	ꯀꯖꯥꯒꯁꯇꯥꯟꯒꯤ
এলার্ট	ꯑꯦꯂꯥꯔ꯭ꯇ
তরুক্নি	ꯇꯔꯨꯛꯅꯤ
রেসপরেতরি	ꯔꯦꯁꯄꯔꯦꯇꯔꯤ
রিচার্চ	ꯔꯤꯆꯥꯔ꯭ꯆ
পাংথোকনখিবগী	ꯄꯥꯡꯊꯣꯛꯅꯈꯤꯕꯒꯤ
মচাদু	ꯃꯆꯥꯗꯨ
মীশক্নি	ꯃꯤꯁꯛꯅꯤ
সিতিজনশিংনা	ꯁꯤꯇꯤꯖꯟꯁꯤꯡꯅꯥ
থাবশিংগী	ꯊꯥꯕꯁꯤꯡꯒꯤ
কুইরবোইরে	ꯀꯨꯢꯔꯕꯣꯢꯔꯦ
য়োত্পনিদনা	ꯌꯣꯠꯄꯅꯤꯗꯅꯥ
স্ক্রিতিনং	ꯁ꯭ꯀ꯭ꯔꯤꯇꯤꯅꯪ
ফেলোশিংদা	ꯐꯦꯂꯣꯁꯤꯡꯗꯥ
সাদর্ন	ꯁꯥꯗꯔ꯭ꯅ
ঙি	ꯉꯤ
মথক্সু	ꯃꯊꯛꯁꯨ
ফোরেষ্ট	ꯐꯣꯔꯦꯁ꯭ꯇ
মকা	ꯃꯀꯥ
হেদক্বাটরসতাা	ꯍꯦꯗꯀ꯭ꯋꯥꯇꯔꯁꯇꯥ
শোংগ্রীবু	ꯁꯣꯡꯒ꯭ꯔꯤꯕꯨ
কন্সটিট্যুন্সি	ꯀꯟ꯭ꯁꯇꯤꯇ꯭ꯌꯨꯟꯁꯤ
ওফ	ꯑꯣꯐ
ফুংয়ার	ꯐꯨꯡꯌꯥꯔ
য়ৌহল্লিব্রা	ꯌꯧꯍꯜꯂꯤꯕ꯭ꯔꯥ
পাম্নহন্নবগী	ꯄꯥꯝꯅꯍꯟꯅꯕꯒꯤ
ইন্তরপ্রেনু্যয়রশিংদা	ꯏꯟꯇꯔꯄ꯭ꯔꯦꯅꯨꯢꯌꯔꯁꯤꯡꯗꯥ
নিরমন	ꯅꯤꯔꯃꯟ
এমু্যজমেন্ট	ꯑꯦꯃꯨꯢꯖꯃꯦꯟ꯭ꯇ
লিকনা	ꯂꯤꯀꯅꯥ
হাউবা	ꯍꯥꯎꯕꯥ
মসিদবু	ꯃꯁꯤꯗꯕꯨ
হক্মন্খ্রেদা	ꯍꯛꯃꯟꯈ꯭ꯔꯦꯗꯥ
থিল্লকখি	ꯊꯤꯜꯂꯛꯈꯤ
ফাবীরগা	ꯐꯥꯕꯤꯔꯒꯥ
থাজবীদনবা	ꯊꯥꯖꯕꯤꯗꯅꯕꯥ
ওন্থোকনগী	ꯑꯣꯟꯊꯣꯛꯅꯒꯤ
ওইখ্রবি	ꯑꯣꯢꯈ꯭ꯔꯕꯤ
য়াখিবী	ꯌꯥꯈꯤꯕꯤ
নয়াম্বুং	ꯅꯌꯥꯝꯕꯨꯡ
তৌবগুম্বনি	ꯇꯧꯕꯒꯨꯝꯕꯅꯤ
ওফিসিয়েল	ꯑꯣꯐꯤꯁꯤꯌꯦꯜ
ইয়ারগী	ꯏꯌꯥꯔꯒꯤ
কর্নাতকাগী	ꯀꯔꯅꯥꯇꯀꯥꯒꯤ
এত	ꯑꯦꯠ
চথৈ	ꯆꯊꯩ
শন্থং	ꯁꯟꯊꯪ
ভারতমচাশিংগী	ꯚꯥꯔꯠꯃꯆꯥꯁꯤꯡꯒꯤ
নান্থুদুনা	ꯅꯥꯟꯊꯨꯗꯨꯅꯥ
গিভ	ꯒꯤꯚ
বাহিনিনা	ꯕꯥꯍꯤꯅꯤꯅꯥ
খোম্লদুনা	ꯈꯣꯝꯂꯗꯨꯅꯥ
লৈহাও	ꯂꯩꯍꯥꯎ
মিনাক্সি	ꯃꯤꯅꯥꯛꯁꯤ
টিদগী	ꯇꯤꯗꯒꯤ
খঙহন্নবগীনি	ꯈꯪꯍꯟꯅꯕꯒꯤꯅꯤ
হরাউবা	ꯍꯔꯥꯎꯕꯥ
লেজিসলেচর	ꯂꯦꯖꯤꯁꯂꯦꯆꯔ
মারিয়া	ꯃꯥꯔꯤꯌꯥ
শাউন্গি	ꯁꯥꯎꯟꯒꯤ
মীখলগীনা	ꯃꯤꯈꯜꯒꯤꯅꯥ
ভারত্তিগী	ꯚꯥꯔꯠꯇꯤꯒꯤ
লেন্দশিংবু	ꯂꯦꯟ꯭ꯗꯁꯤꯡꯕꯨ
হাবদগী	ꯍꯥꯕꯗꯒꯤ
ওন্থোকপা	ꯑꯣꯟꯊꯣꯛꯄꯥ
মিয়া	ꯃꯤꯌꯥ
চাউথোকফম	ꯆꯥꯎꯊꯣꯛꯐꯝ
হোৎনবিদ্রবা	ꯍꯣꯠꯅꯕꯤꯗ꯭ꯔꯕꯥ
রেজিষ্টার	ꯔꯦꯖꯤꯁꯇꯥꯔ
খল্লক্লিবা	ꯈꯜꯂꯛꯂꯤꯕꯥ
উশাগা	ꯎꯁꯥꯒꯥ
লৈখি	ꯂꯩꯈꯤ
ওইখিদে	ꯑꯣꯢꯈꯤꯗꯦ
হাংদোকহন্নবা	ꯍꯥꯡꯗꯣꯛꯍꯟꯅꯕꯥ
পাঙথোক্নখি	ꯄꯥꯡꯊꯣꯛꯅꯈꯤ
মোমাগী	ꯃꯣꯃꯥꯒꯤ
শোরোক্তা	ꯁꯣꯔꯣꯛꯇꯥ
অশাগা	ꯑꯁꯥꯒꯥ
থোকহল্লিব	ꯊꯣꯛꯍꯜꯂꯤꯕ
য়ুমথক	ꯌꯨꯝꯊꯛ
য়ুম্জ্কৈশা	ꯌꯨꯝꯖꯀꯩꯁꯥ
ভিনিফিসরি	ꯚꯤꯅꯤꯐꯤꯁꯔꯤ
য়ুম্য়াঙ	ꯌꯨꯃ꯭ꯌꯥꯡ
মচীন	ꯃꯆꯤꯟ
বটালিয়নশিংনা	ꯕꯇꯥꯂꯤꯌꯟꯁꯤꯡꯅꯥ
কেজ্রিৱালনচিংবা	ꯀꯦꯖ꯭ꯔꯤꯋꯥꯜꯅꯆꯤꯡꯕꯥ
ইকোনোমিকেল্লি	ꯏꯀꯣꯅꯣꯃꯤꯀꯦꯜꯂꯤ
পুথোকখি	ꯄꯨꯊꯣꯛꯈꯤ
ফখ্রেনে	ꯐꯈ꯭ꯔꯦꯅꯦ
মখাতানা	ꯃꯈꯥꯇꯥꯅꯥ
সার্ভিসকীদমক	ꯁꯥꯔꯚꯤꯁꯀꯤꯗꯃꯛ
পৌদোংনুগী	ꯄꯧꯗꯣꯡꯅꯨꯒꯤ
য়ৌহনগদগে	ꯌꯧꯍꯟꯒꯗꯒꯦ
লাউথোক্তুনা	ꯂꯥꯎꯊꯣꯛꯇꯨꯅꯥ
হল্লক্তদুনা	ꯍꯜꯂꯛꯇꯗꯨꯅꯥ
নম্বরিং	ꯅꯝꯕꯔꯤꯡ
ইংখৎলক্লিবা	ꯏꯪꯈꯠꯂꯛꯂꯤꯕꯥ
থম্লুরবা	ꯊꯝꯂꯨꯔꯕꯥ
কনখৎহল্লশি	ꯀꯟꯈꯠꯍꯜꯂꯁꯤ
কংলবা	ꯀꯪꯂꯕꯥ
য়াওহনবগী	ꯌꯥꯎꯍꯟꯕꯒꯤ
থারিবশিংনা	ꯊꯥꯔꯤꯕꯁꯤꯡꯅꯥ
হঙোই	ꯍꯉꯣꯢ
মরেলদা	ꯃꯔꯦꯜꯗꯥ
কারক্তুনা	ꯀꯥꯔꯛꯇꯨꯅꯥ
চীঙারেন	ꯆꯤꯉꯥꯔꯦꯟ
জিলাদগীনি	ꯖꯤꯂꯥꯗꯒꯤꯅꯤ
লৈশি	ꯂꯩꯁꯤ
মমীত্তুদা	ꯃꯃꯤꯠꯇꯨꯗꯥ
য়োখৎপদা	ꯌꯣꯈꯠꯄꯗꯥ
উখিদ্রে	ꯎꯈꯤꯗ꯭ꯔꯦ
গাফরনা	ꯒꯥꯐꯔꯅꯥ
ফাহনগনি	ꯐꯥꯍꯟꯒꯅꯤ
রোবার্ট	ꯔꯣꯕꯥꯔ꯭ꯇ
হন্দক্তি	ꯍꯟꯗꯛꯇꯤ
নু্যক্লিয়ারগী	ꯅꯨꯢꯛ꯭ꯂꯤꯌꯥꯔꯒꯤ
বন্দ	ꯕꯟ꯭ꯗ
তমেংলোংনা	ꯇꯃꯦꯡꯂꯣꯡꯅꯥ
চনিপান	ꯆꯅꯤꯄꯥꯟ
কোরিদোর	ꯀꯣꯔꯤꯗꯣꯔ
পেত্রোল্লিয়মগী	ꯄꯦꯇ꯭ꯔꯣꯜꯂꯤꯌꯝꯒꯤ
তোকপীদুনা	ꯇꯣꯛꯄꯤꯗꯨꯅꯥ
লেন্দদা	ꯂꯦꯟ꯭ꯗꯗꯥ
মিফম	ꯃꯤꯐꯝ
লৌথোকখি	ꯂꯧꯊꯣꯛꯈꯤ
হৈজিল্লগা	ꯍꯩꯖꯤꯜꯂꯒꯥ
সাইপল	ꯁꯥꯢꯄꯜ
থাপ্ননা	ꯊꯥꯞꯅꯅꯥ
কুন্দল	ꯀꯨꯟꯗꯜ
দামগী	ꯗꯥꯝꯒꯤ
চৎ	ꯆꯠ
খরগী	ꯈꯔꯒꯤ
ঙাথু	ꯉꯥꯊꯨ
এন্তরপ্রেসনু্যরশিংবু	ꯑꯦꯟꯇꯔꯄ꯭ꯔꯦꯁꯅꯨꯢꯔꯁꯤꯡꯕꯨ
মরুিশুবা	ꯃꯔꯨꯤꯁꯨꯕꯥ
পাক্লবনি	ꯄꯥꯛꯂꯕꯅꯤ
সাইটতসু	ꯁꯥꯢꯠꯇꯁꯨ
পোৎলমশিংগা	ꯄꯣꯠꯂꯝꯁꯤꯡꯒꯥ
য়োনদনবসু	ꯌꯣꯟꯗꯅꯕꯁꯨ
থবালতোন	ꯊꯕꯥꯜꯇꯣꯟ
পীরক্নবা	ꯄꯤꯔꯛꯅꯕꯥ
রাইজিংগী	ꯔꯥꯢꯖꯤꯡꯒꯤ
পান্সু	ꯄꯥꯟꯁꯨ
চত্	ꯆꯠ
মণিপুরনচিংবদা	ꯃꯅꯤꯄꯨꯔꯅꯆꯤꯡꯕꯗꯥ
রন্দিপ	ꯔꯟꯗꯤꯞ
ভেরিএন্টশিংগী	ꯚꯦꯔꯤꯑꯦꯟ꯭ꯇꯁꯤꯡꯒꯤ
টেষ্টশিংগী	ꯇꯦꯁ꯭ꯇꯁꯤꯡꯒꯤ
খাৱাগিরিস্তানদা	ꯈꯥꯋꯥꯒꯤꯔꯤꯁꯇꯥꯟꯗꯥ
উন্নদুনা	ꯎꯟꯅꯗꯨꯅꯥ
থুংলবদা	ꯊꯨꯡꯂꯕꯗꯥ
শোয়্দরে	ꯁꯣꯢꯗꯔꯦ
চাপকি	ꯆꯥꯞꯀꯤ
বিসেশ্বরি	ꯕꯤꯁꯦꯁ꯭ꯋꯔꯤ
কনভেন্সনদসু	ꯀꯟꯚꯦꯟꯁꯟꯗꯁꯨ
গাইনিকোলোজিকেল	ꯒꯥꯢꯅꯤꯀꯣꯂꯣꯖꯤꯀꯦꯜ
নেহলুন	ꯅꯦꯍꯂꯨꯟ
পিটচতা	ꯄꯤꯇꯆꯇꯥ
তাদবদৌনা	ꯇꯥꯗꯕꯗꯧꯅꯥ
নারম	ꯅꯥꯔꯝ
অঙাংশিংগীনা	ꯑꯉꯥꯡꯁꯤꯡꯒꯤꯅꯥ
ওল্লক্খিগনি	ꯑꯣꯜꯂꯛꯈꯤꯒꯅꯤ
পুখৎপগী	ꯄꯨꯈꯠꯄꯒꯤ
হায়্রুরবদি	ꯍꯥꯢꯔꯨꯔꯕꯗꯤ
শাথি	ꯁꯥꯊꯤ
ইথিল	ꯏꯊꯤꯜ
খুম্নখ্রব	ꯈꯨꯝꯅꯈ꯭ꯔꯕ
খোইবা	ꯈꯣꯢꯕꯥ
চিক্কাগোদা	ꯆꯤꯛꯀꯥꯒꯣꯗꯥ
দামদা	ꯗꯥꯝꯗꯥ
মনিস	ꯃꯅꯤꯁ
পীবা	ꯄꯤꯕꯥ
বাস্কো	ꯕꯥꯁꯀꯣ
শগোলমাংদা	ꯁꯒꯣꯜꯃꯥꯡꯗꯥ
নিউজিলেন্দগী	ꯅꯤꯎꯖꯤꯂꯦꯟ꯭ꯗꯒꯤ
শি	ꯁꯤ
মায়কৈদগীসু	ꯃꯥꯢꯀꯩꯗꯒꯤꯁꯨ
হাউররোই	ꯍꯥꯎꯔꯔꯣꯢ
রুপ	ꯔꯨꯞ
য়োংয়াম্দুগী	ꯌꯣꯡꯌꯥꯝꯗꯨꯒꯤ
আস্থাপাটতা	ꯑꯥꯁꯊꯥꯄꯥꯠꯇꯥ
কহিকুচিদা	ꯀꯍꯤꯀꯨꯆꯤꯗꯥ
থাজিনখ্রবা	ꯊꯥꯖꯤꯟꯈ꯭ꯔꯕꯥ
হতচিংহোই	ꯍꯠꯆꯤꯡꯍꯣꯢ
গ্রান্টসসু	ꯒ꯭ꯔꯥꯟ꯭ꯇꯁꯁꯨ
সিলিন্দর	ꯁꯤꯂꯤꯟꯗꯔ
তম্ফম	ꯇꯝꯐꯝ
হন্দোক্নবসু	ꯍꯟꯗꯣꯛꯅꯕꯁꯨ
লুপ্লবা	ꯂꯨꯞꯂꯕꯥ
শোকচিল্লকপগী	ꯁꯣꯛꯆꯤꯜꯂꯛꯄꯒꯤ
এদুকেসনেল	ꯑꯦꯗꯨꯀꯦꯁꯅꯦꯜ
তেব্লেট	ꯇꯦꯕꯂꯦꯠ
উই	ꯎꯢ
চর্চকুম্বা	ꯆꯔ꯭ꯆꯀꯨꯝꯕꯥ
য়ৌরবোইরে	ꯌꯧꯔꯕꯣꯢꯔꯦ
প্রোবেসনরশিংগা	ꯄ꯭ꯔꯣꯕꯦꯁꯟꯅꯔꯤꯁꯤꯡꯒꯥ
ইন্দষ্ট্রিদা	ꯏꯟꯗꯁ꯭ꯇ꯭ꯔꯤꯗꯥ
অদুদগী	ꯑꯗꯨꯗꯒꯤ
থাদোক্নবসু	ꯊꯥꯗꯣꯛꯅꯕꯁꯨ
খোম্জিল্লগা	ꯈꯣꯝꯖꯤꯜꯂꯒꯥ
জষ্টিসপু	ꯖꯁꯇꯤꯁꯄꯨ
ফ্রান্সতগী	ꯐ꯭ꯔꯥꯟ꯭ꯁꯇꯒꯤ
মরীনি	ꯃꯔꯤꯅꯤ
শোয়্ফম্দা	ꯁꯣꯢꯐꯝꯗꯥ
কোন্ননবা	ꯀꯣꯟꯅꯅꯕꯥ
পাউদরনি	ꯄꯥꯎꯗꯔꯅꯤ
য়োংখম্দা	ꯌꯣꯡꯈꯝꯗꯥ
ইস্পাট	ꯏꯁꯄꯥꯠ
ফগৎহল্লবা	ꯐꯒꯠꯍꯜꯂꯕꯥ
রাওন্দ	ꯔꯥꯎꯟ꯭ꯗ
পতা	ꯄꯇꯥ
কায়মরুম	ꯀꯥꯢꯃꯔꯨꯝ
শেমগদৌরিবশিং	ꯁꯦꯝꯒꯗꯧꯔꯤꯕꯁꯤꯡ
লিশীংকুন	ꯂꯤꯁꯤꯡꯀꯨꯟ
খুুরুমগনি	ꯈꯨꯔꯨꯝꯒꯅꯤ
নুুমিৎ	ꯅꯨꯃꯤꯠ
জেভিয়র	ꯖꯦꯚꯤꯌꯔ
শোরোকখাইবম	ꯁꯣꯔꯣꯛꯈꯥꯢꯕꯝ
হেনগৎহন্দুনা	ꯍꯦꯟꯒꯠꯍꯟꯗꯨꯅꯥ
কম্পিতিসনগী	ꯀꯝꯄꯤꯇꯤꯁꯟꯒꯤ
শেংনা	ꯁꯦꯡꯅꯥ
কম্পুতর	ꯀꯝꯄꯨꯇꯔ
জুনহেবোতোদা	ꯖꯨꯟꯍꯦꯕꯣꯇꯣꯗꯥ
টুল	ꯇꯨꯜ
শান্নরবসু	ꯁꯥꯟꯅꯔꯕꯁꯨ
ভারতিগা	ꯚꯥꯔꯇꯤꯒꯥ
উৎপগা	ꯎꯠꯄꯒꯥ
ত্রাইফেদকী	ꯇ꯭ꯔꯥꯢꯐꯦꯗꯀꯤ
দেবনগরি	ꯗꯦꯕꯅꯒꯔꯤ
পোইন্ট	ꯄꯣꯢꯟ꯭ꯇ
য়োজনানসু	ꯌꯣꯖꯅꯥꯅꯁꯨ
আওগী	ꯑꯥꯎꯒꯤ
ইন্টরনেসনেলনা	ꯏꯟꯇꯔꯅꯦꯁꯅꯦꯜꯅꯥ
একজামিনেসনসু	ꯑꯦꯛꯖꯥꯃꯤꯅꯦꯁꯟꯁꯨ
তোংমিন্নরকখিবা	ꯇꯣꯡꯃꯤꯟꯅꯔꯛꯈꯤꯕꯥ
লৌনগনি	ꯂꯧꯅꯒꯅꯤ
ষ্টেসন্নরি	ꯁ꯭ꯇꯦꯁꯟꯅꯔꯤ
হায়নরম্বদগী	ꯍꯥꯢꯅꯔꯝꯕꯗꯒꯤ
অহিংদুদা	ꯑꯍꯤꯡꯗꯨꯗꯥ
থারবসু	ꯊꯥꯔꯕꯁꯨ
চাইথখি	ꯆꯥꯢꯊꯈꯤ
থাদাা	ꯊꯥꯗꯥ
থানদখ্রে	ꯊꯥꯅꯗꯈ꯭ꯔꯦ
দিলিপ	ꯗꯤꯂꯤꯞ
ৱারিবগে	ꯋꯥꯔꯤꯕꯒꯦ
হনুবদু	ꯍꯅꯨꯕꯗꯨ
নপুদি	ꯅꯄꯨꯗꯤ
হোত্রোঙ	ꯍꯣꯇ꯭ꯔꯣꯡ
খল্লুবদা	ꯈꯜꯂꯨꯕꯗꯥ
রাইফলমেন	ꯔꯥꯢꯐꯜꯃꯦꯟ
জঙ্কসনদগী	ꯖꯪꯀꯁꯟꯗꯒꯤ
ৱারেম	ꯋꯥꯔꯦꯝ
ফসাই	ꯐꯁꯥꯢ
থিংজিনদুনা	ꯊꯤꯡꯖꯤꯟꯗꯨꯅꯥ
নাগসংকর	ꯅꯥꯒꯁꯪꯀꯔ
খুরাইজমনা	ꯈꯨꯔꯥꯢꯖꯝꯅꯥ
ফারমরস	ꯐꯥꯔꯃꯔꯁ
বুনদেল	ꯕꯨꯟꯗꯦꯜ
হংলম্মী	ꯍꯪꯂꯝꯃꯤ
ওইরবী	ꯑꯣꯢꯔꯕꯤ
চাথোক্খ্রনি	ꯆꯥꯊꯣꯛꯈ꯭ꯔꯅꯤ
তৌনিংদে	ꯇꯧꯅꯤꯡꯗꯦ
তান্বদগী	ꯇꯥꯟꯕꯗꯒꯤ
অহুমফাওবা	ꯑꯍꯨꯝꯐꯥꯎꯕꯥ
ফংখিদরে	ꯐꯪꯈꯤꯗꯔꯦ
চাক্লে	ꯆꯥꯛꯂꯦ
তৌরুনি	ꯇꯧꯔꯨꯅꯤ
তানবদা	ꯇꯥꯅꯕꯗꯥ
দিবলবমেন্ট	ꯗꯤꯕꯂꯕꯃꯦꯟ꯭ꯇ
নরগীজ	ꯅꯔꯒꯤꯖ
এলন	ꯑꯦꯂꯟ
ফিবম্নি	ꯐꯤꯕꯝꯅꯤ
লৈরমখি	ꯂꯩꯔꯝꯈꯤ
মাল্লে	ꯃꯥꯜꯂꯦ
হৌপুম	ꯍꯧꯄꯨꯝ
শ্রমগী	ꯁ꯭ꯔꯝꯒꯤ
ওন্থোক্নবগা	ꯑꯣꯟꯊꯣꯛꯅꯕꯒꯥ
খুন্দারিবশিংবু	ꯈꯨꯟꯗꯥꯔꯤꯕꯁꯤꯡꯕꯨ
পাক্নবা	ꯄꯥꯛꯅꯕꯥ
হাংদোকলে	ꯍꯥꯡꯗꯣꯛꯂꯦ
নোংথক্তগী	ꯅꯣꯡꯊꯛꯇꯒꯤ
তৌনগদৌরি	ꯇꯧꯅꯒꯗꯧꯔꯤ
ইক্যুয়ল	ꯏꯀ꯭ꯌꯨꯌꯜ
ইন্সেন্টিভ	ꯏꯟꯁꯦꯟꯇꯤꯚ
খল্লদুনা	ꯈꯜꯂꯗꯨꯅꯥ
এক্টশিং	ꯑꯦꯛ꯭ꯇꯁꯤꯡ
গুজরাটতগীনি	ꯒꯨꯖꯔꯥꯠꯇꯒꯤꯅꯤ
থাদনা	ꯊꯥꯗꯅꯥ
পুখৎকদৌরি	ꯄꯨꯈꯠꯀꯗꯧꯔꯤ
কপ্শিন	ꯀꯞꯁꯤꯟ
হোৎনবীগনু	ꯍꯣꯠꯅꯕꯤꯒꯅꯨ
হন্দা	ꯍꯟꯗꯥ
খংবগা	ꯈꯪꯕꯒꯥ
শিজিন্নবীনবা	ꯁꯤꯖꯤꯟꯅꯕꯤꯅꯕꯥ
থাদনখিবদা	ꯊꯥꯗꯅꯈꯤꯕꯗꯥ
নোংম	ꯅꯣꯡꯃ
থৌনিজদুন	ꯊꯧꯅꯤꯖꯗꯨꯟ
সমিটতা	ꯁꯃꯤꯠꯇꯥ
ককাপোরাদা	ꯀꯀꯥꯄꯣꯔꯥꯗꯥ
রমানন্দা	ꯔꯃꯥꯅꯟꯗꯥ
চাগা	ꯆꯥꯒꯥ
থোকহনদবখক	ꯊꯣꯛꯍꯟꯗꯕꯈꯛ
গুন	ꯒꯨꯟ
অচাক্পা	ꯑꯆꯥꯛꯄꯥ
য়েংশিনবতা	ꯌꯦꯡꯁꯤꯟꯕꯇꯥ
ৱাংগোই	ꯋꯥꯡꯒꯣꯢ
ব্রেবার	ꯕ꯭ꯔꯦꯕꯥꯔ
কৈ	ꯀꯩ
কা	ꯀꯥ
সংৱান	ꯁꯪꯋꯥꯅ
হাল্লম্বা	ꯍꯥꯜꯂꯝꯕꯥ
চাওখৎনবগীদমক	ꯆꯥꯎꯈꯠꯅꯕꯒꯤꯗꯃꯛ
সথিং	ꯁꯊꯤꯡ
অভিয়াস	ꯑꯚꯤꯌꯥꯁ
দাইনানা	ꯗꯥꯢꯅꯥꯅꯥ
লোকেলনা	ꯂꯣꯀꯦꯜꯅꯥ
খয়োম্	ꯈꯌꯣꯝ
টিকেন	ꯇꯤꯀꯦꯟ
তারি	ꯇꯥꯔꯤ
কুন্থরগা	ꯀꯨꯟꯊꯔꯒꯥ
লাংজিংলোমদা	ꯂꯥꯡꯖꯤꯡꯂꯣꯝꯗꯥ
য়োকখৎপিদুনা	ꯌꯣꯛꯈꯠꯄꯤꯗꯨꯅꯥ
লাতেহারদগী	ꯂꯥꯇꯦꯍꯥꯔꯗꯒꯤ
চাউথোকহন্দুনা	ꯆꯥꯎꯊꯣꯛꯍꯟꯗꯨꯅꯥ
রামনাগরদসু	ꯔꯥꯝꯅꯥꯒꯔꯗꯁꯨ
মন্ত্র	ꯃꯟꯇ꯭ꯔ
সাইন্সকী	ꯁꯥꯢꯟ꯭ꯁꯀꯤ
ভকচিনা	ꯚꯛꯆꯤꯅꯥ
হভেল্লি	ꯍꯚꯦꯜꯂꯤ
থারম্বা	ꯊꯥꯔꯝꯕꯥ
থোক্লগনি	ꯊꯣꯛꯂꯒꯅꯤ
হাক্মন্খ্রেদা	ꯍꯥꯛꯃꯟꯈ꯭ꯔꯦꯗꯥ
য়ম্বাল	ꯌꯝꯕꯥꯜ
ওফিসিয়েশিং	ꯑꯣꯐꯤꯁꯤꯌꯦꯁꯤꯡ
পুঙাঙ	ꯄꯨꯉꯥꯡ
চয়োলগা	ꯆꯌꯣꯜꯒꯥ
মহারাস্ত্রনা	ꯃꯍꯥꯔꯥꯁꯇ꯭ꯔꯅꯥ
ফোংদোকলি	ꯐꯣꯡꯗꯣꯛꯂꯤ
খুরুম্নবা	ꯈꯨꯔꯨꯝꯅꯕꯥ
কম্পানিদগী	ꯀꯝꯄꯥꯅꯤꯗꯒꯤ
লেজিসলেটিব	ꯂꯦꯖꯤꯁꯂꯦꯇꯤꯕ
পাইখৎমীন্নবগী	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯕꯒꯤ
গেমসতগী	ꯒꯦꯝꯁꯇꯒꯤ
চিংননা	ꯆꯤꯡꯅꯅꯥ
হরিকুমার	ꯍꯔꯤꯀꯨꯃꯥꯔ
সিকসক	ꯁꯤꯛꯁꯛ
মহন্তনা	ꯃꯍꯟꯇꯅꯥ
পোলগী	ꯄꯣꯜꯒꯤ
থৌরমদ	ꯊꯧꯔꯝꯗ
মতীক	ꯃꯇꯤꯛ
হেনগৎহনবনা	ꯍꯦꯟꯒꯠꯍꯟꯕꯅꯥ
হোলিলেন্দ	ꯍꯣꯂꯤꯂꯦꯟ꯭ꯗ
কেদিলাগী	ꯀꯦꯗꯤꯂꯥꯒꯤ
হায়্নৈ	ꯍꯥꯢꯅꯩ
য়ৌরক্কনি	ꯌꯧꯔꯛꯀꯅꯤ
মোতিহারিদা	ꯃꯣꯇꯤꯍꯥꯔꯤꯗꯥ
মানু	ꯃꯥꯅꯨ
সুবোধ	ꯁꯨꯕꯣꯙ
অহাংবা	ꯑꯍꯥꯡꯕꯥ
ইনাওতোম্বী	ꯏꯅꯥꯎꯇꯣꯝꯕꯤ
সুরেন্দ্রনা	ꯁꯨꯔꯦꯟꯗ꯭ꯔꯅꯥ
চত্খিববু	ꯆꯠꯈꯤꯕꯕꯨ
ওন্নরেরিম	ꯑꯣꯟꯅꯔꯦꯔꯤꯝ
আইসান	ꯑꯥꯢꯁꯥꯟ
শ্রীলঙ্কাগনা	ꯁ꯭ꯔꯤꯂꯪꯀꯥꯒꯅꯥ
হোল্ডরশিং	ꯍꯣꯜꯗꯔꯁꯤꯡ
য়ুংগদবা	ꯌꯨꯡꯒꯗꯕꯥ
মঙ্তাক	ꯃꯪꯇꯥꯛ
ইন্দেক্সকী	ꯏꯟꯗꯦꯛ꯭ꯁꯀꯤ
স্কারদ্রোন	ꯁ꯭ꯀꯥꯔꯗ꯭ꯔꯣꯟ
ভটন	ꯚꯇꯟ
পুজানচিংবদা	ꯄꯨꯖꯥꯅꯆꯤꯡꯕꯗꯥ
